question,option,input_type,input_id,dependence,dependence_value,required
Eu não tenho mais contato com meu familiar que faz uso de drogas,Concordo totalmente (5),matrix,q45,NA,NA,T
ESCALA DE ANSIEDADE GAD-7,Nenhuma vez (0),matrix,q46,NA,NA,T
ESCALA DE ANSIEDADE GAD-7,Vários dias (1),matrix,q46,NA,NA,T
ESCALA DE ANSIEDADE GAD-7,Mais da metade dos dias (2),matrix,q46,NA,NA,T
ESCALA DE ANSIEDADE GAD-7,Quase todos os dias (3),matrix,q46,NA,NA,T
"Sentir-se nervoso, ansioso ou muito tenso",Nenhuma vez (0),matrix,q47,NA,NA,T
"Sentir-se nervoso, ansioso ou muito tenso",Vários dias (1),matrix,q47,NA,NA,T
"Sentir-se nervoso, ansioso ou muito tenso",Mais da metade dos dias (2),matrix,q47,NA,NA,T
"Sentir-se nervoso, ansioso ou muito tenso",Quase todos os dias (3),matrix,q47,NA,NA,T
Não ser capaz de parar ou controlar a preocupação,Nenhuma vez (0),matrix,q47.1,NA,NA,T
Não ser capaz de parar ou controlar a preocupação,Vários dias (1),matrix,q47.1,NA,NA,T
Não ser capaz de parar ou controlar a preocupação,Mais da metade dos dias (2),matrix,q47.1,NA,NA,T
Não ser capaz de parar ou controlar a preocupação,Quase todos os dias (3),matrix,q47.1,NA,NA,T
Peocupar-se muito com coisas diferentes,Nenhuma vez (0),matrix,q48,NA,NA,T
Peocupar-se muito com coisas diferentes,Vários dias (1),matrix,q48,NA,NA,T
Peocupar-se muito com coisas diferentes,Mais da metade dos dias (2),matrix,q48,NA,NA,T
Peocupar-se muito com coisas diferentes,Quase todos os dias (3),matrix,q48,NA,NA,T
Dificuldade para relaxar,Nenhuma vez (0),matrix,q49,NA,NA,T
Dificuldade para relaxar,Vários dias (1),matrix,q49,NA,NA,T
Dificuldade para relaxar,Mais da metade dos dias (2),matrix,q49,NA,NA,T
Dificuldade para relaxar,Quase todos os dias (3),matrix,q49,NA,NA,T
Ficar tão agitado(a) que se torna difícil permanecer sentado(a) ,Nenhuma vez (0),matrix,q50,NA,NA,T
Ficar tão agitado(a) que se torna difícil permanecer sentado(a) ,Vários dias (1),matrix,q50,NA,NA,T
Ficar tão agitado(a) que se torna difícil permanecer sentado(a) ,Mais da metade dos dias (2),matrix,q50,NA,NA,T
Ficar tão agitado(a) que se torna difícil permanecer sentado(a) ,Quase todos os dias (3),matrix,q50,NA,NA,T
Ficar facilmente aborrecido(a) ou irritado(a),Nenhuma vez (0),matrix,q51,NA,NA,T
Ficar facilmente aborrecido(a) ou irritado(a),Vários dias (1),matrix,q51,NA,NA,T
Ficar facilmente aborrecido(a) ou irritado(a),Mais da metade dos dias (2),matrix,q51,NA,NA,T
Ficar facilmente aborrecido(a) ou irritado(a),Quase todos os dias (3),matrix,q51,NA,NA,T
Sentir medo como se algo terrível pudesse ,Nenhuma vez (0),matrix,q52,NA,NA,T
Sentir medo como se algo terrível pudesse ,Vários dias (1),matrix,q52,NA,NA,T
Sentir medo como se algo terrível pudesse ,Mais da metade dos dias (2),matrix,q52,NA,NA,T
Sentir medo como se algo terrível pudesse ,Quase todos os dias (3),matrix,q52,NA,NA,T
QUESTIONÁRIO SOBRE A SAÚDE DO PACIENTE  (PHQ-9),Nenhum dia (0),matrix,q53,NA,NA,T
QUESTIONÁRIO SOBRE A SAÚDE DO PACIENTE  (PHQ-9),Menos de uma semana (1),matrix,q53,NA,NA,T
QUESTIONÁRIO SOBRE A SAÚDE DO PACIENTE  (PHQ-9),Uma semana ou mais(2),matrix,q53,NA,NA,T
QUESTIONÁRIO SOBRE A SAÚDE DO PACIENTE  (PHQ-9),Quase todos os dias (3),matrix,q53,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve pouco interesse ou pouco prazer em fazer as coisas?",Nenhum dia (0),matrix,q54,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve pouco interesse ou pouco prazer em fazer as coisas?",Menos de uma semana (1),matrix,q54,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve pouco interesse ou pouco prazer em fazer as coisas?",Uma semana ou mais(2),matrix,q54,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve pouco interesse ou pouco prazer em fazer as coisas?",Quase todos os dias (3),matrix,q54,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) se sentiu para baixo, deprimido(a) ou sem perpectiva",Nenhum dia (0),matrix,q55,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) se sentiu para baixo, deprimido(a) ou sem perpectiva",Menos de uma semana (1),matrix,q55,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) se sentiu para baixo, deprimido(a) ou sem perpectiva",Uma semana ou mais(2),matrix,q55,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) se sentiu para baixo, deprimido(a) ou sem perpectiva",Quase todos os dias (3),matrix,q55,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve dificuldade para pegar no sono ou permanecer dormindo ou dormiu mais do  que o de costume",Nenhum dia (0),matrix,q56,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve dificuldade para pegar no sono ou permanecer dormindo ou dormiu mais do  que o de costume",Menos de uma semana (1),matrix,q56,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve dificuldade para pegar no sono ou permanecer dormindo ou dormiu mais do  que o de costume",Uma semana ou mais(2),matrix,q56,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve dificuldade para pegar no sono ou permanecer dormindo ou dormiu mais do  que o de costume",Quase todos os dias (3),matrix,q56,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) se sentiu cansado(a) ou com pouca energia?",Nenhum dia (0),matrix,q56.1,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) se sentiu cansado(a) ou com pouca energia?",Menos de uma semana (1),matrix,q56.1,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) se sentiu cansado(a) ou com pouca energia?",Uma semana ou mais(2),matrix,q56.1,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) se sentiu cansado(a) ou com pouca energia?",Quase todos os dias (3),matrix,q56.1,NA,NA,T
"Nas útilmas duas semanas, quantos dias o(a) sr(a) teve falta de apetite ou comeu demais?",Nenhum dia (0),matrix,q57,NA,NA,T
"Nas útilmas duas semanas, quantos dias o(a) sr(a) teve falta de apetite ou comeu demais?",Menos de uma semana (1),matrix,q57,NA,NA,T
"Nas útilmas duas semanas, quantos dias o(a) sr(a) teve falta de apetite ou comeu demais?",Uma semana ou mais(2),matrix,q57,NA,NA,T
"Nas útilmas duas semanas, quantos dias o(a) sr(a) teve falta de apetite ou comeu demais?",Quase todos os dias (3),matrix,q57,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) se sentiu mal consigo mesmo(a)  ou achou que é u, fracasso ou que decepcionou sua família ou a você mesmo(a)",Nenhum dia (0),matrix,q58,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) se sentiu mal consigo mesmo(a)  ou achou que é u, fracasso ou que decepcionou sua família ou a você mesmo(a)",Menos de uma semana (1),matrix,q58,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) se sentiu mal consigo mesmo(a)  ou achou que é u, fracasso ou que decepcionou sua família ou a você mesmo(a)",Uma semana ou mais(2),matrix,q58,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) se sentiu mal consigo mesmo(a)  ou achou que é u, fracasso ou que decepcionou sua família ou a você mesmo(a)",Quase todos os dias (3),matrix,q58,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve dificuldade para se concentrar nas coisas (como ler o jornal ou ver a televisão)",Nenhum dia (0),matrix,q59,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve dificuldade para se concentrar nas coisas (como ler o jornal ou ver a televisão)",Menos de uma semana (1),matrix,q59,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve dificuldade para se concentrar nas coisas (como ler o jornal ou ver a televisão)",Uma semana ou mais(2),matrix,q59,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr(a) teve dificuldade para se concentrar nas coisas (como ler o jornal ou ver a televisão)",Quase todos os dias (3),matrix,q59,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) teve lentidão para se movimentar ou falar (a ponto das outras pessoas perceberem), ou ao contrário, esteve tão agitado(a) que você ficava andando de um lado para o outro mais do que de costume?",Nenhum dia (0),matrix,q60,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) teve lentidão para se movimentar ou falar (a ponto das outras pessoas perceberem), ou ao contrário, esteve tão agitado(a) que você ficava andando de um lado para o outro mais do que de costume?",Menos de uma semana (1),matrix,q60,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) teve lentidão para se movimentar ou falar (a ponto das outras pessoas perceberem), ou ao contrário, esteve tão agitado(a) que você ficava andando de um lado para o outro mais do que de costume?",Uma semana ou mais(2),matrix,q60,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) teve lentidão para se movimentar ou falar (a ponto das outras pessoas perceberem), ou ao contrário, esteve tão agitado(a) que você ficava andando de um lado para o outro mais do que de costume?",Quase todos os dias (3),matrix,q60,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) pensou em se ferir de alguma maneira ou que seria melhor estar morto(a)?",Nenhum dia (0),matrix,q61,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) pensou em se ferir de alguma maneira ou que seria melhor estar morto(a)?",Menos de uma semana (1),matrix,q61,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) pensou em se ferir de alguma maneira ou que seria melhor estar morto(a)?",Uma semana ou mais(2),matrix,q61,NA,NA,T
"Nas últimas duas semanas, quantos dias o(a) sr.(a) pensou em se ferir de alguma maneira ou que seria melhor estar morto(a)?",Quase todos os dias (3),matrix,q61,NA,NA,T
"Considerando as últimas duas semanas, os sintomas anteriores lhe causaram algum tipo de dificuldade para trabalhar ou estudar ou tomar conta das coisas em casa ou para se relacionar com as pessoas?",Nenhum dia (0),matrix,q62,NA,NA,T
"Considerando as últimas duas semanas, os sintomas anteriores lhe causaram algum tipo de dificuldade para trabalhar ou estudar ou tomar conta das coisas em casa ou para se relacionar com as pessoas?",Menos de uma semana (1),matrix,q62,NA,NA,T
"Considerando as últimas duas semanas, os sintomas anteriores lhe causaram algum tipo de dificuldade para trabalhar ou estudar ou tomar conta das coisas em casa ou para se relacionar com as pessoas?",Uma semana ou mais(2),matrix,q62,NA,NA,T
"Considerando as últimas duas semanas, os sintomas anteriores lhe causaram algum tipo de dificuldade para trabalhar ou estudar ou tomar conta das coisas em casa ou para se relacionar com as pessoas?",Quase todos os dias (3),matrix,q62,NA,NA,T
ESCALA DE AUTOESTIMA DE ROSENBERG (RSES),Concordo completamente(1),matrix,q63,NA,NA,T
ESCALA DE AUTOESTIMA DE ROSENBERG (RSES),Concordo(2),matrix,q63,NA,NA,T
ESCALA DE AUTOESTIMA DE ROSENBERG (RSES),Discordo(3),matrix,q63,NA,NA,T
ESCALA DE AUTOESTIMA DE ROSENBERG (RSES),Discordo completamente (4),matrix,q63,NA,NA,T
"Sinto que sou uma pessoa de valor, no mínimo, tanto quanto as outras pessoas",Concordo completamente(1),matrix,q64,NA,NA,T
"Sinto que sou uma pessoa de valor, no mínimo, tanto quanto as outras pessoas",Concordo(2),matrix,q64,NA,NA,T
"Sinto que sou uma pessoa de valor, no mínimo, tanto quanto as outras pessoas",Discordo(3),matrix,q64,NA,NA,T
"Sinto que sou uma pessoa de valor, no mínimo, tanto quanto as outras pessoas",Discordo completamente (4),matrix,q64,NA,NA,T
Eu acho que tenho várias boas qualidades,Concordo completamente(1),matrix,q65,NA,NA,T
Eu acho que tenho várias boas qualidades,Concordo(2),matrix,q65,NA,NA,T
Eu acho que tenho várias boas qualidades,Discordo(3),matrix,q65,NA,NA,T
Eu acho que tenho várias boas qualidades,Discordo completamente (4),matrix,q65,NA,NA,T
"Levando tudo em conta, eu penso que sou um fracasso",Concordo completamente(1),matrix,q66,NA,NA,T
"Levando tudo em conta, eu penso que sou um fracasso",Concordo(2),matrix,q66,NA,NA,T
"Levando tudo em conta, eu penso que sou um fracasso",Discordo(3),matrix,q66,NA,NA,T
"Levando tudo em conta, eu penso que sou um fracasso",Discordo completamente (4),matrix,q66,NA,NA,T
Eu sou capaz de fazer as coisas tão bem quanto a maioria das pessoas,Concordo completamente(1),matrix,q67,NA,NA,T
Eu sou capaz de fazer as coisas tão bem quanto a maioria das pessoas,Concordo(2),matrix,q67,NA,NA,T
Eu sou capaz de fazer as coisas tão bem quanto a maioria das pessoas,Discordo(3),matrix,q67,NA,NA,T
Eu sou capaz de fazer as coisas tão bem quanto a maioria das pessoas,Discordo completamente (4),matrix,q67,NA,NA,T
Eu acho que eu não tenho muito do que me orgulhar,Concordo completamente(1),matrix,q68,NA,NA,T
Eu acho que eu não tenho muito do que me orgulhar,Concordo(2),matrix,q68,NA,NA,T
Eu acho que eu não tenho muito do que me orgulhar,Discordo(3),matrix,q68,NA,NA,T
Eu acho que eu não tenho muito do que me orgulhar,Discordo completamente (4),matrix,q68,NA,NA,T
Eu tenho uma atitude positiva em relação a mim mesmo (a),Concordo completamente(1),matrix,q69,NA,NA,T
Eu tenho uma atitude positiva em relação a mim mesmo (a),Concordo(2),matrix,q69,NA,NA,T
Eu tenho uma atitude positiva em relação a mim mesmo (a),Discordo(3),matrix,q69,NA,NA,T
Eu tenho uma atitude positiva em relação a mim mesmo (a),Discordo completamente (4),matrix,q69,NA,NA,T
"No geral, estou satisfeto(a) comigo mesmo(a)",Concordo completamente(1),matrix,q70,NA,NA,T
"No geral, estou satisfeto(a) comigo mesmo(a)",Concordo(2),matrix,q70,NA,NA,T
"No geral, estou satisfeto(a) comigo mesmo(a)",Discordo(3),matrix,q70,NA,NA,T
"No geral, estou satisfeto(a) comigo mesmo(a)",Discordo completamente (4),matrix,q70,NA,NA,T
Gostaria de ter mais respeito por mim mesmo(a),Concordo completamente(1),matrix,q71,NA,NA,T
Gostaria de ter mais respeito por mim mesmo(a),Concordo(2),matrix,q71,NA,NA,T
Gostaria de ter mais respeito por mim mesmo(a),Discordo(3),matrix,q71,NA,NA,T
Gostaria de ter mais respeito por mim mesmo(a),Discordo completamente (4),matrix,q71,NA,NA,T
Às vezes me sinto inútil,Concordo completamente(1),matrix,q72,NA,NA,T
Às vezes me sinto inútil,Concordo(2),matrix,q72,NA,NA,T
Às vezes me sinto inútil,Discordo(3),matrix,q72,NA,NA,T
Às vezes me sinto inútil,Discordo completamente (4),matrix,q72,NA,NA,T
Às vezes eu penso que não sirvo para nada,Concordo completamente(1),matrix,q73,NA,NA,T
Às vezes eu penso que não sirvo para nada,Concordo(2),matrix,q73,NA,NA,T
Às vezes eu penso que não sirvo para nada,Discordo(3),matrix,q73,NA,NA,T
Às vezes eu penso que não sirvo para nada,Discordo completamente (4),matrix,q73,NA,NA,T
